
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Left error,Right error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-7,	-2.60,	-3.00,	0.00,	3.80,	0.00,	0.00,	16.74,	0.00,	0,	24.27,	2.28,	34
0.00,	-3,	-2.80,	-3.00,	0.00,	4.96,	0.00,	0.00,	13.74,	0.00,	0,	25.13,	1.93,	33
0.00,	-2,	-3.20,	-2.00,	0.00,	-0.39,	0.00,	0.00,	8.90,	0.00,	0,	23.81,	1.29,	32
0.00,	-6,	-3.80,	-3.00,	0.00,	2.16,	0.00,	0.00,	14.68,	0.00,	0,	25.51,	2.06,	33
0.00,	-4,	-4.40,	-3.00,	0.00,	6.54,	0.00,	0.00,	13.77,	0.00,	0,	23.58,	1.99,	32
0.00,	-4,	-3.80,	-3.00,	0.00,	3.86,	0.00,	0.00,	13.53,	0.00,	0,	24.75,	1.90,	33
0.00,	-2,	-3.60,	-3.00,	0.00,	5.56,	0.00,	0.00,	15.25,	0.00,	0,	24.04,	2.14,	33
0.00,	-6,	-4.40,	-3.00,	0.00,	0.40,	0.00,	0.00,	14.42,	0.00,	0,	25.64,	1.96,	34
0.00,	3,	-2.60,	-3.00,	0.00,	4.68,	0.00,	0.00,	10.18,	0.00,	0,	24.86,	1.52,	31
0.00,	-8,	-3.40,	-3.00,	0.00,	6.21,	0.00,	0.00,	16.14,	0.00,	0,	23.37,	2.26,	33
0.00,	-3,	-3.20,	-3.00,	0.00,	4.12,	0.00,	0.00,	11.28,	0.00,	0,	23.84,	1.63,	32
0.00,	-1,	-3.00,	-3.00,	0.00,	3.89,	0.00,	0.00,	13.96,	0.00,	0,	25.22,	1.96,	33
0.00,	-6,	-3.00,	-3.00,	0.00,	3.83,	0.00,	0.00,	14.67,	0.00,	0,	24.80,	2.06,	33
0.00,	-4,	-4.40,	-4.00,	0.00,	7.50,	0.00,	0.00,	8.64,	0.00,	0,	23.81,	1.25,	32
0.00,	-7,	-4.20,	-3.00,	0.00,	1.20,	0.00,	0.00,	16.29,	0.00,	0,	23.81,	2.29,	33
0.00,	-2,	-4.00,	-3.00,	0.00,	4.83,	0.00,	0.00,	14.77,	0.00,	0,	23.59,	2.07,	33
0.00,	-6,	-5.00,	-4.00,	0.00,	1.98,	0.00,	0.00,	14.60,	0.00,	0,	25.38,	2.05,	33
0.00,	-6,	-5.00,	-3.00,	-1.00,	0.91,	0.00,	0.00,	16.54,	0.00,	0,	25.91,	2.25,	34
0.00,	-3,	-4.80,	-3.00,	-1.00,	5.27,	0.00,	0.00,	23.62,	0.00,	0,	25.51,	3.22,	34
0.00,	-5,	-4.40,	-3.00,	0.00,	1.60,	0.00,	0.00,	15.23,	0.00,	0,	24.97,	2.14,	33
0.00,	-3,	-4.60,	-3.00,	0.00,	4.74,	0.00,	0.00,	15.07,	0.00,	0,	23.70,	2.11,	33
0.00,	-6,	-4.60,	-3.00,	-1.00,	0.33,	0.00,	0.00,	14.03,	0.00,	0,	24.88,	1.97,	33
0.00,	-3,	-4.00,	-3.00,	0.00,	4.56,	0.00,	0.00,	14.53,	0.00,	0,	23.81,	2.04,	33
0.00,	-4,	-4.20,	-3.00,	0.00,	3.01,	0.00,	0.00,	14.61,	0.00,	0,	25.25,	2.05,	33
0.00,	-2,	-3.60,	-3.00,	0.00,	4.33,	0.00,	0.00,	10.31,	0.00,	0,	24.16,	1.45,	33
0.00,	0,	-3.00,	-3.00,	0.00,	5.46,	0.00,	0.00,	13.79,	0.00,	0,	24.75,	1.93,	33
0.00,	-5,	-2.80,	-3.00,	0.00,	2.86,	0.00,	0.00,	13.34,	0.00,	0,	25.51,	1.87,	33
0.00,	0,	-2.20,	-3.00,	0.00,	6.09,	0.00,	0.00,	10.44,	0.00,	0,	25.25,	1.46,	33
0.00,	-3,	-2.00,	-3.00,	0.00,	4.72,	0.00,	0.00,	14.37,	0.00,	0,	24.91,	2.02,	33
0.00,	-2,	-2.00,	-3.00,	0.00,	5.87,	0.00,	0.00,	13.89,	0.00,	0,	25.14,	1.95,	33
0.00,	-6,	-3.20,	-4.00,	0.00,	6.27,	0.00,	0.00,	12.62,	0.00,	0,	25.25,	1.77,	33
0.00,	-4,	-3.00,	-3.00,	0.00,	0.42,	0.00,	0.00,	14.27,	0.00,	0,	25.11,	2.00,	33
0.00,	-3,	-3.60,	-3.00,	0.00,	4.79,	0.00,	0.00,	10.85,	0.00,	0,	25.51,	1.52,	33
0.00,	-6,	-4.20,	-3.00,	0.00,	1.61,	0.00,	0.00,	14.94,	0.00,	0,	24.88,	2.03,	34
0.00,	-1,	-4.00,	-3.00,	0.00,	3.18,	0.00,	0.00,	14.94,	0.00,	0,	26.46,	2.03,	34
0.00,	-5,	-3.80,	-2.00,	-1.00,	-0.01,	0.00,	0.00,	11.96,	0.00,	0,	26.18,	1.63,	34
0.00,	-5,	-4.00,	-3.00,	0.00,	5.64,	0.00,	0.00,	13.56,	0.00,	0,	24.39,	1.90,	33
0.00,	-2,	-3.80,	-3.00,	0.00,	3.74,	0.00,	0.00,	14.54,	0.00,	0,	24.27,	2.04,	33
0.00,	-5,	-3.60,	-3.00,	0.00,	1.55,	0.00,	0.00,	11.07,	0.00,	0,	24.75,	1.60,	32
0.00,	-4,	-4.20,	-3.00,	0.00,	8.43,	0.00,	0.00,	14.11,	0.00,	0,	23.76,	2.04,	32
0.00,	-1,	-3.40,	-3.00,	0.00,	2.24,	0.00,	0.00,	14.18,	0.00,	0,	24.27,	2.05,	32
0.00,	-5,	-3.40,	-3.00,	0.00,	5.45,	0.00,	0.00,	13.71,	0.00,	0,	24.51,	1.92,	33
0.00,	-3,	-3.60,	-3.00,	0.00,	2.95,	0.00,	0.00,	14.98,	0.00,	0,	25.00,	2.04,	34
0.00,	-2,	-3.00,	-3.00,	0.00,	4.31,	0.00,	0.00,	9.05,	0.00,	0,	26.60,	1.23,	34
0.00,	-1,	-2.40,	-3.00,	0.00,	6.31,	0.00,	0.00,	15.14,	0.00,	0,	24.15,	2.12,	33
0.00,	-2,	-2.60,	-3.00,	0.00,	4.49,	0.00,	0.00,	14.44,	0.00,	0,	23.70,	2.03,	33
0.00,	-1,	-1.80,	-3.00,	0.00,	6.25,	0.00,	0.00,	9.96,	0.00,	0,	26.04,	1.36,	34
0.00,	-4,	-2.00,	-3.00,	0.00,	3.13,	0.00,	0.00,	15.05,	0.00,	0,	25.77,	2.11,	33
0.00,	-6,	-2.80,	-3.00,	0.00,	3.93,	0.00,	0.00,	13.77,	0.00,	0,	24.39,	1.93,	33
0.00,	-3,	-3.20,	-3.00,	0.00,	1.90,	0.00,	0.00,	12.37,	0.00,	0,	25.51,	1.74,	33
0.00,	-1,	-3.00,	-3.00,	0.00,	2.93,	0.00,	0.00,	15.82,	0.00,	0,	25.38,	2.22,	33
0.00,	-2,	-3.20,	-3.00,	0.00,	4.08,	0.00,	0.00,	14.60,	0.00,	0,	25.51,	2.05,	33
0.00,	-6,	-3.60,	-3.00,	0.00,	4.26,	0.00,	0.00,	15.10,	0.00,	0,	25.04,	2.12,	33
0.00,	-3,	-3.00,	-3.00,	0.00,	3.75,	0.00,	0.00,	15.64,	0.00,	0,	25.38,	2.19,	33
0.00,	-4,	-3.20,	-3.00,	0.00,	4.51,	0.00,	0.00,	26.42,	0.00,	0,	25.09,	3.71,	33
0.00,	0,	-3.00,	-3.00,	0.00,	4.38,	0.00,	0.00,	15.13,	0.00,	0,	25.51,	2.12,	33
0.00,	-1,	-2.80,	-3.00,	0.00,	4.83,	0.00,	0.00,	14.68,	0.00,	0,	24.39,	2.06,	33
0.00,	-4,	-2.40,	-3.00,	0.00,	6.33,	0.00,	0.00,	12.50,	0.00,	0,	24.27,	1.75,	33
