
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Left error,Right error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-5,	-4.60,	-3.00,	-1.00,	2.10,	0.00,	0.00,	14.74,	0.00,	0,	25.64,	2.07,	33
0.00,	-2,	-4.20,	-3.00,	0.00,	4.79,	0.00,	0.00,	15.14,	0.00,	0,	24.27,	2.12,	33
0.00,	-4,	-3.80,	-3.00,	0.00,	1.21,	0.00,	0.00,	11.46,	0.00,	0,	24.50,	1.61,	33
0.00,	-2,	-3.00,	-3.00,	0.00,	3.41,	0.00,	0.00,	13.99,	0.00,	0,	23.58,	2.02,	32
0.00,	-1,	-2.80,	-2.00,	0.00,	3.95,	0.00,	0.00,	13.70,	0.00,	0,	24.51,	1.98,	32
0.00,	-3,	-2.40,	-2.00,	0.00,	-1.11,	0.00,	0.00,	19.77,	0.00,	0,	25.00,	2.77,	33
0.00,	-1,	-2.20,	-2.00,	0.00,	6.10,	0.00,	0.00,	16.47,	0.00,	0,	24.88,	2.24,	34
0.00,	-5,	-2.40,	-2.00,	0.00,	1.44,	0.00,	0.00,	12.82,	0.00,	0,	25.57,	1.75,	34
0.00,	-3,	-2.60,	-2.00,	0.00,	3.72,	0.00,	0.00,	15.73,	0.00,	0,	25.51,	2.14,	34
0.00,	-4,	-3.20,	-2.00,	0.00,	1.47,	0.00,	0.00,	15.76,	0.00,	0,	26.45,	2.15,	34
0.00,	-5,	-3.60,	-2.00,	0.00,	0.87,	0.00,	0.00,	11.19,	0.00,	0,	25.77,	1.52,	34
0.00,	-5,	-4.40,	-2.00,	-1.00,	2.52,	0.00,	0.00,	14.24,	0.00,	0,	25.24,	2.00,	33
0.00,	-5,	-4.40,	-2.00,	-1.00,	-0.39,	0.00,	0.00,	15.54,	0.00,	0,	25.38,	2.18,	33
0.00,	-4,	-4.60,	-3.00,	-1.00,	8.22,	0.00,	0.00,	15.64,	0.00,	0,	25.25,	2.19,	33
0.00,	-4,	-4.60,	-3.00,	-1.00,	1.93,	0.00,	0.00,	16.11,	0.00,	0,	25.77,	2.19,	34
0.00,	-2,	-4.00,	-3.00,	0.00,	6.19,	0.00,	0.00,	14.71,	0.00,	0,	25.04,	2.06,	33
0.00,	-2,	-3.40,	-3.00,	0.00,	2.13,	0.00,	0.00,	15.64,	0.00,	0,	25.38,	2.19,	33
0.00,	-1,	-2.60,	-3.00,	0.00,	3.62,	0.00,	0.00,	15.62,	0.00,	0,	24.88,	2.19,	33
0.00,	0,	-1.80,	-2.00,	0.00,	6.19,	0.00,	0.00,	12.41,	0.00,	0,	26.02,	1.69,	34
0.00,	-4,	-1.80,	-2.00,	0.00,	1.30,	0.00,	0.00,	15.23,	0.00,	0,	25.64,	2.14,	33
0.00,	-1,	-1.60,	-2.00,	0.00,	5.08,	0.00,	0.00,	14.28,	0.00,	0,	25.64,	2.07,	32
0.00,	-6,	-2.40,	-2.00,	0.00,	0.01,	0.00,	0.00,	13.60,	0.00,	0,	24.88,	1.91,	33
0.00,	-6,	-3.40,	-3.00,	0.00,	2.49,	0.00,	0.00,	14.27,	0.00,	0,	24.63,	2.00,	33
0.00,	-3,	-4.00,	-2.00,	0.00,	2.14,	0.00,	0.00,	16.05,	0.00,	0,	25.22,	2.19,	34
0.00,	-5,	-4.20,	-3.00,	0.00,	2.86,	0.00,	0.00,	9.88,	0.00,	0,	25.13,	1.39,	33
0.00,	0,	-4.00,	-3.00,	0.00,	4.59,	0.00,	0.00,	15.30,	0.00,	0,	24.27,	2.15,	33
0.00,	-5,	-3.80,	-2.00,	0.00,	0.03,	0.00,	0.00,	14.75,	0.00,	0,	24.04,	2.07,	33
0.00,	-1,	-2.80,	-2.00,	0.00,	4.45,	0.00,	0.00,	11.06,	0.00,	0,	23.70,	1.60,	32
0.00,	-3,	-2.80,	-2.00,	0.00,	4.17,	0.00,	0.00,	15.65,	0.00,	0,	24.63,	2.20,	33
0.00,	0,	-1.80,	-2.00,	0.00,	2.78,	0.00,	0.00,	14.57,	0.00,	0,	25.13,	2.04,	33
0.00,	-1,	-2.00,	-2.00,	0.00,	2.68,	0.00,	0.00,	12.68,	0.00,	0,	25.12,	1.73,	34
0.00,	-5,	-2.00,	-2.00,	0.00,	6.64,	0.00,	0.00,	15.23,	0.00,	0,	25.76,	2.07,	34
0.00,	1,	-1.60,	-2.00,	0.00,	6.37,	0.00,	0.00,	11.49,	0.00,	0,	24.51,	1.61,	33
0.00,	-1,	-1.20,	-2.00,	1.00,	4.86,	0.00,	0.00,	16.24,	0.00,	0,	25.54,	2.21,	34
0.00,	0,	-1.20,	-3.00,	1.00,	4.75,	0.00,	0.00,	14.26,	0.00,	0,	25.25,	2.00,	33
0.00,	0,	-1.00,	-3.00,	1.00,	5.78,	0.00,	0.00,	9.01,	0.00,	0,	23.81,	1.26,	33
0.00,	-2,	-0.40,	-2.00,	1.00,	2.74,	0.00,	0.00,	13.70,	0.00,	0,	24.51,	1.98,	32
0.00,	-3,	-1.20,	-2.00,	1.00,	2.76,	0.00,	0.00,	15.81,	0.00,	0,	25.38,	2.22,	33
0.00,	-6,	-2.20,	-3.00,	0.00,	4.42,	0.00,	0.00,	11.92,	0.00,	0,	25.91,	1.72,	32
